Email_ID,Subject,From_Email,From_Name,Received_Date,Category,Invoice_Number,Amount,Vendor,Due_Date,OneDrive_Link,Xero_Link,Processing_Status,Processed_At
AAMkADQyZmU2Mjk0LTU2YjktNDdhMS05YzE3LWJlNjNkZGQ0MWVhZgBGAAAAAAAckzNzsX2FRYp2SXd_PzQPBwAAVfusFxFLSIhkFoo9H3MfAAAAAAEMAAAAVfusFxFLSIhkFoo9H3MfAAAB9QHRAAA=,Invoice INV-1207 from Align.Build Pty Ltd for Luck Street Trust,,,2025-06-16T00:00:00.000Z,standard_pdf,INV-1207,363.0,Align.Build Pty Ltd,2025-06-23T00:00:00.000Z,https://rudraprojects-my.sharepoint.com/personal/satyagala_rudraprojects_onmicrosoft_com/Documents/Invoice_Attachments/2025-09-06/Invoice%20INV-1207.pdf,,Processed,2025-06-16T00:00:00.000Z
AAMkADQyZmU2Mjk0LTU2YjktNDdhMS05YzE3LWJlNjNkZGQ0MWVhZgBGAAAAAAAckzNzsX2FRYp2SXd_PzQPBwAAVfusFxFLSIhkFoo9H3MfAAAAAAEMAAAAVfusFxFLSIhkFoo9H3MfAAAB9v4DAAA=,Invoice INV-1205 from Align.Build Pty Ltd for Marconi Court Pty Ltd,,,2025-06-16T00:00:00.000Z,standard_pdf,INV-1205,352.0,Align.Build Pty Ltd,2025-06-23T00:00:00.000Z,https://rudraprojects-my.sharepoint.com/personal/satyagala_rudraprojects_onmicrosoft_com/Documents/Invoice_Attachments/2025-09-06/Invoice%20INV-1205.pdf,,Processed,2025-06-16T00:00:00.000Z
AAMkADQyZmU2Mjk0LTU2YjktNDdhMS05YzE3LWJlNjNkZGQ0MWVhZgBGAAAAAAAckzNzsX2FRYp2SXd_PzQPBwAAVfusFxFLSIhkFoo9H3MfAAAAAAEMAAAAVfusFxFLSIhkFoo9H3MfAAAB9v4yAAA=,June Invoice INV-0279 from Taxcellent Business Advisors Pty Ltd for Rudra Projects & Developments Pty Ltd,,,2025-06-15T00:00:00.000Z,standard_pdf,INV-0279,2200.0,Taxcellent Business Advisors Pty Ltd,2025-06-22T00:00:00.000Z,https://rudraprojects-my.sharepoint.com/personal/satyagala_rudraprojects_onmicrosoft_com/Documents/Invoice_Attachments/2025-09-06/Invoice%20INV-0279.pdf,,Processed,2025-06-15T00:00:00.000Z
AAMkADQyZmU2Mjk0LTU2YjktNDdhMS05YzE3LWJlNjNkZGQ0MWVhZgBGAAAAAAAckzNzsX2FRYp2SXd_PzQPBwAAVfusFxFLSIhkFoo9H3MfAAAAAAEMAAAAVfusFxFLSIhkFoo9H3MfAAAB9vwcAAA=,Invoice INV-0213 from NK Business Services Pty Ltd for RPD Pty Ltd & LandX Pty Ltd,,,2025-06-11T00:00:00.000Z,standard_pdf,INV-0213,812.0,NK Business Services Pty Ltd,2025-06-20T00:00:00.000Z,https://rudraprojects-my.sharepoint.com/personal/satyagala_rudraprojects_onmicrosoft_com/Documents/Invoice_Attachments/2025-09-06/Invoice%20INV-0213.pdf,,Processed,2025-06-11T00:00:00.000Z
AAMkADQyZmU2Mjk0LTU2YjktNDdhMS05YzE3LWJlNjNkZGQ0MWVhZgBGAAAAAAAckzNzsX2FRYp2SXd_PzQPBwAAVfusFxFLSIhkFoo9H3MfAAAAAAEMAAAAVfusFxFLSIhkFoo9H3MfAAAB9lTDAAA=,Bill INV-0213 from NK Business Services Pty Ltd is due,invoicereminders@post.xero.com,invoicereminders@post.xero.com,2025-06-11T00:00:00.000Z,xero_with_pdf,INV-0213,812.0,NK Business Services Pty Ltd,2025-06-20T00:00:00.000Z,https://rudraprojects-my.sharepoint.com/personal/satyagala_rudraprojects_onmicrosoft_com/Documents/Invoice_Attachments/2025-09-06/Invoice%20INV-0213.pdf,https://go.xero.com/invoice/INV-0213,Processed,2025-06-11T00:00:00.000Z
AAMkADQyZmU2Mjk0LTU2YjktNDdhMS05YzE3LWJlNjNkZGQ0MWVhZgBGAAAAAAAckzNzsX2FRYp2SXd_PzQPBwAAVfusFxFLSIhkFoo9H3MfAAAAAAEMAAAAVfusFxFLSIhkFoo9H3MfAAAB9v8OAAA=,Invoice WB-01051 from Davies Construction (TAS) Pty Ltd for Marconi Court Pty Ltd,,,2025-06-05T00:00:00.000Z,standard_pdf,WB-01051,208575.92,Marconi Court Pty Ltd,2025-06-12T00:00:00.000Z,https://rudraprojects-my.sharepoint.com/personal/satyagala_rudraprojects_onmicrosoft_com/Documents/Invoice_Attachments/2025-09-06/Invoice%20WB-01051.pdf,,Processed,2025-06-05T00:00:00.000Z
AAMkADQyZmU2Mjk0LTU2YjktNDdhMS05YzE3LWJlNjNkZGQ0MWVhZgBGAAAAAAAckzNzsX2FRYp2SXd_PzQPBwAAVfusFxFLSIhkFoo9H3MfAAAAAAEMAAAAVfusFxFLSIhkFoo9H3MfAAAB9QHQAAA=,Invoice INV-1194 from Align.Build Pty Ltd for Marconi Court Pty Ltd,,,2025-05-27T00:00:00.000Z,standard_pdf,INV-1194,352.0,Align.Build Pty Ltd,2025-06-03T00:00:00.000Z,https://rudraprojects-my.sharepoint.com/personal/satyagala_rudraprojects_onmicrosoft_com/Documents/Invoice_Attachments/2025-09-06/Invoice%20INV-1194.pdf,,Processed,2025-05-27T00:00:00.000Z
AAMkADQyZmU2Mjk0LTU2YjktNDdhMS05YzE3LWJlNjNkZGQ0MWVhZgBGAAAAAAAckzNzsX2FRYp2SXd_PzQPBwAAVfusFxFLSIhkFoo9H3MfAAAAAAEMAAAAVfusFxFLSIhkFoo9H3MfAAAB9v83AAA=,Invoice INV-1190 from Align.Build Pty Ltd for GAK Ballarat Pty Ltd,,,2025-05-27T00:00:00.000Z,standard_pdf,INV-1190,1122.0,GAK Ballarat Pty Ltd,2025-06-03T00:00:00.000Z,https://rudraprojects-my.sharepoint.com/personal/satyagala_rudraprojects_onmicrosoft_com/Documents/Invoice_Attachments/2025-09-06/Invoice%20INV-1190.pdf,,Processed,2025-05-27T00:00:00.000Z
AAMkADQyZmU2Mjk0LTU2YjktNDdhMS05YzE3LWJlNjNkZGQ0MWVhZgBGAAAAAAAckzNzsX2FRYp2SXd_PzQPBwAAVfusFxFLSIhkFoo9H3MfAAAAAAEMAAAAVfusFxFLSIhkFoo9H3MfAAAB9v9CAAA=,Invoice INV-1192 from Align.Build Pty Ltd for Luck Street Trust,,,2025-05-27T00:00:00.000Z,standard_pdf,INV-1192,408.38,Align.Build Pty Ltd,2025-06-03T00:00:00.000Z,https://rudraprojects-my.sharepoint.com/personal/satyagala_rudraprojects_onmicrosoft_com/Documents/Invoice_Attachments/2025-09-06/Invoice%20INV-1192.pdf,,Processed,2025-05-27T00:00:00.000Z
AAMkADQyZmU2Mjk0LTU2YjktNDdhMS05YzE3LWJlNjNkZGQ0MWVhZgBGAAAAAAAckzNzsX2FRYp2SXd_PzQPBwAAVfusFxFLSIhkFoo9H3MfAAAAAAEMAAAAVfusFxFLSIhkFoo9H3MfAAAB9v84AAA=,Invoice INV-1196 from Align.Build Pty Ltd for Rudra projects,,,2025-05-27T00:00:00.000Z,standard_pdf,INV-1196,187.0,Align.Build Pty Ltd,2025-06-03T00:00:00.000Z,https://rudraprojects-my.sharepoint.com/personal/satyagala_rudraprojects_onmicrosoft_com/Documents/Invoice_Attachments/2025-09-06/Invoice%20INV-1196.pdf,,Processed,2025-05-27T00:00:00.000Z
AAMkADQyZmU2Mjk0LTU2YjktNDdhMS05YzE3LWJlNjNkZGQ0MWVhZgBGAAAAAAAckzNzsX2FRYp2SXd_PzQPBwAAVfusFxFLSIhkFoo9H3MfAAAAAAEMAAAAVfusFxFLSIhkFoo9H3MfAAAB9v2iAAA=,Bill INV-1190 from Align.Build Pty Ltd is due,invoicereminders@post.xero.com,invoicereminders@post.xero.com,2025-05-27T00:00:00.000Z,xero_with_pdf,INV-1190,1122.0,GAK Ballarat Pty Ltd,2025-06-03T00:00:00.000Z,https://rudraprojects-my.sharepoint.com/personal/satyagala_rudraprojects_onmicrosoft_com/Documents/Invoice_Attachments/2025-09-06/Invoice%20INV-1190.pdf,https://go.xero.com/invoice/INV-1190,Processed,2025-05-27T00:00:00.000Z
AAMkADQyZmU2Mjk0LTU2YjktNDdhMS05YzE3LWJlNjNkZGQ0MWVhZgBGAAAAAAAckzNzsX2FRYp2SXd_PzQPBwAAVfusFxFLSIhkFoo9H3MfAAAAAAEMAAAAVfusFxFLSIhkFoo9H3MfAAAB9v2kAAA=,Bill INV-1192 from Align.Build Pty Ltd is due,invoicereminders@post.xero.com,invoicereminders@post.xero.com,2025-05-27T00:00:00.000Z,xero_with_pdf,INV-1192,408.38,Align.Build Pty Ltd,2025-06-03T00:00:00.000Z,https://rudraprojects-my.sharepoint.com/personal/satyagala_rudraprojects_onmicrosoft_com/Documents/Invoice_Attachments/2025-09-06/Invoice%20INV-1192.pdf,https://go.xero.com/invoice/INV-1192,Processed,2025-05-27T00:00:00.000Z
AAMkADQyZmU2Mjk0LTU2YjktNDdhMS05YzE3LWJlNjNkZGQ0MWVhZgBGAAAAAAAckzNzsX2FRYp2SXd_PzQPBwAAVfusFxFLSIhkFoo9H3MfAAAAAAEMAAAAVfusFxFLSIhkFoo9H3MfAAAB9v2jAAA=,Bill INV-1196 from Align.Build Pty Ltd is due,invoicereminders@post.xero.com,invoicereminders@post.xero.com,2025-05-27T00:00:00.000Z,xero_with_pdf,INV-1196,187.0,Align.Build Pty Ltd,2025-06-03T00:00:00.000Z,https://rudraprojects-my.sharepoint.com/personal/satyagala_rudraprojects_onmicrosoft_com/Documents/Invoice_Attachments/2025-09-06/Invoice%20INV-1196.pdf,https://go.xero.com/invoice/INV-1196,Processed,2025-05-27T00:00:00.000Z
AAMkADQyZmU2Mjk0LTU2YjktNDdhMS05YzE3LWJlNjNkZGQ0MWVhZgBGAAAAAAAckzNzsX2FRYp2SXd_PzQPBwAAVfusFxFLSIhkFoo9H3MfAAAAAAEMAAAAVfusFxFLSIhkFoo9H3MfAAAB9QM2AAA=,Invoice INV-0252 from Taxcellent Business Advisors Pty Ltd for Procure Now Pty Ltd,,,2025-05-23T00:00:00.000Z,standard_pdf,INV-0252,1760.0,Taxcellent Business Advisors Pty Ltd,2025-05-30T00:00:00.000Z,https://rudraprojects-my.sharepoint.com/personal/satyagala_rudraprojects_onmicrosoft_com/Documents/Invoice_Attachments/2025-09-06/Invoice%20INV-0252.pdf,,Processed,2025-05-23T00:00:00.000Z
AAMkADQyZmU2Mjk0LTU2YjktNDdhMS05YzE3LWJlNjNkZGQ0MWVhZgBGAAAAAAAckzNzsX2FRYp2SXd_PzQPBwAAVfusFxFLSIhkFoo9H3MfAAAAAAEMAAAAVfusFxFLSIhkFoo9H3MfAAAB9QNgAAA=,Invoice INV-10783 from Blue Sky Beverages Pty Ltd for Rudra Projects & Development,,,2025-05-21T00:00:00.000Z,standard_pdf,INV-10783,1191.6,BLUE SKY BEVERAGES PTY LTD,2025-05-28T00:00:00.000Z,https://rudraprojects-my.sharepoint.com/personal/satyagala_rudraprojects_onmicrosoft_com/Documents/Invoice_Attachments/2025-09-06/Invoice%20INV-10783.pdf,,Processed,2025-05-21T00:00:00.000Z
AAMkADQyZmU2Mjk0LTU2YjktNDdhMS05YzE3LWJlNjNkZGQ0MWVhZgBGAAAAAAAckzNzsX2FRYp2SXd_PzQPBwAAVfusFxFLSIhkFoo9H3MfAAAAAAEMAAAAVfusFxFLSIhkFoo9H3MfAAAB93gkAAA=,May Invoice INV-0247 from Taxcellent Business Advisors Pty Ltd for Rudra Projects & Developments Pty Ltd,,,2025-05-15T00:00:00.000Z,standard_pdf,INV-0247,2200.0,Taxcellent Business Advisors Pty Ltd,2025-05-22T00:00:00.000Z,https://rudraprojects-my.sharepoint.com/personal/satyagala_rudraprojects_onmicrosoft_com/Documents/Invoice_Attachments/2025-09-06/Invoice%20INV-0247.pdf,,Processed,2025-05-15T00:00:00.000Z
AAMkADQyZmU2Mjk0LTU2YjktNDdhMS05YzE3LWJlNjNkZGQ0MWVhZgBGAAAAAAAckzNzsX2FRYp2SXd_PzQPBwAAVfusFxFLSIhkFoo9H3MfAAAAAAEMAAAAVfusFxFLSIhkFoo9H3MfAAAB9v86AAA=,Invoice INV-1172 from Align.Build Pty Ltd for GAK Ballarat Pty Ltd,,,2025-05-13T00:00:00.000Z,standard_pdf,INV-1172,3927.0,Align.Build Pty Ltd,2025-05-20T00:00:00.000Z,https://rudraprojects-my.sharepoint.com/personal/satyagala_rudraprojects_onmicrosoft_com/Documents/Invoice_Attachments/2025-09-06/Invoice%20INV-1172.pdf,,Processed,2025-05-13T00:00:00.000Z
AAMkADQyZmU2Mjk0LTU2YjktNDdhMS05YzE3LWJlNjNkZGQ0MWVhZgBGAAAAAAAckzNzsX2FRYp2SXd_PzQPBwAAVfusFxFLSIhkFoo9H3MfAAAAAAEMAAAAVfusFxFLSIhkFoo9H3MfAAAB9v85AAA=,Invoice INV-1176 from Align.Build Pty Ltd for Marconi Court Pty Ltd,,,2025-05-13T00:00:00.000Z,standard_pdf,INV-1176,704.0,Align.Build Pty Ltd,2025-05-20T00:00:00.000Z,https://rudraprojects-my.sharepoint.com/personal/satyagala_rudraprojects_onmicrosoft_com/Documents/Invoice_Attachments/2025-09-06/Invoice%20INV-1176.pdf,,Processed,2025-05-13T00:00:00.000Z
AAMkADQyZmU2Mjk0LTU2YjktNDdhMS05YzE3LWJlNjNkZGQ0MWVhZgBGAAAAAAAckzNzsX2FRYp2SXd_PzQPBwAAVfusFxFLSIhkFoo9H3MfAAAAAAEMAAAAVfusFxFLSIhkFoo9H3MfAAAB9v9BAAA=,Invoice INV-1184 from Align.Build Pty Ltd for Rudra projects,,,2025-05-13T00:00:00.000Z,standard_pdf,INV-1184,561.0,Align.Build Pty Ltd,2025-05-20T00:00:00.000Z,https://rudraprojects-my.sharepoint.com/personal/satyagala_rudraprojects_onmicrosoft_com/Documents/Invoice_Attachments/2025-09-06/Invoice%20INV-1184.pdf,,Processed,2025-05-13T00:00:00.000Z
AAMkADQyZmU2Mjk0LTU2YjktNDdhMS05YzE3LWJlNjNkZGQ0MWVhZgBGAAAAAAAckzNzsX2FRYp2SXd_PzQPBwAAVfusFxFLSIhkFoo9H3MfAAAAAAEMAAAAVfusFxFLSIhkFoo9H3MfAAAB9v8bAAA=,Bill INV-1172 from Align.Build Pty Ltd is due,invoicereminders@post.xero.com,invoicereminders@post.xero.com,2025-05-13T00:00:00.000Z,xero_with_pdf,INV-1172,3927.0,Align.Build Pty Ltd,2025-05-20T00:00:00.000Z,https://rudraprojects-my.sharepoint.com/personal/satyagala_rudraprojects_onmicrosoft_com/Documents/Invoice_Attachments/2025-09-06/Invoice%20INV-1172.pdf,https://go.xero.com/invoice/INV-1172,Processed,2025-05-13T00:00:00.000Z
AAMkADQyZmU2Mjk0LTU2YjktNDdhMS05YzE3LWJlNjNkZGQ0MWVhZgBGAAAAAAAckzNzsX2FRYp2SXd_PzQPBwAAVfusFxFLSIhkFoo9H3MfAAAAAAEMAAAAVfusFxFLSIhkFoo9H3MfAAAB9v8ZAAA=,Bill INV-1176 from Align.Build Pty Ltd is due,invoicereminders@post.xero.com,invoicereminders@post.xero.com,2025-05-13T00:00:00.000Z,xero_with_pdf,INV-1176,704.0,Align.Build Pty Ltd,2025-05-20T00:00:00.000Z,https://rudraprojects-my.sharepoint.com/personal/satyagala_rudraprojects_onmicrosoft_com/Documents/Invoice_Attachments/2025-09-06/Invoice%20INV-1176.pdf,https://go.xero.com/invoice/INV-1176,Processed,2025-05-13T00:00:00.000Z
AAMkADQyZmU2Mjk0LTU2YjktNDdhMS05YzE3LWJlNjNkZGQ0MWVhZgBGAAAAAAAckzNzsX2FRYp2SXd_PzQPBwAAVfusFxFLSIhkFoo9H3MfAAAAAAEMAAAAVfusFxFLSIhkFoo9H3MfAAAB9v8aAAA=,Bill INV-1184 from Align.Build Pty Ltd is due,invoicereminders@post.xero.com,invoicereminders@post.xero.com,2025-05-13T00:00:00.000Z,xero_with_pdf,INV-1184,561.0,Align.Build Pty Ltd,2025-05-20T00:00:00.000Z,https://rudraprojects-my.sharepoint.com/personal/satyagala_rudraprojects_onmicrosoft_com/Documents/Invoice_Attachments/2025-09-06/Invoice%20INV-1184.pdf,https://go.xero.com/invoice/INV-1184,Processed,2025-05-13T00:00:00.000Z
